Id,LotFrontage,LotArea,LotShape,LandContour,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,log_price,Bsmt_magnitude,Remod_diff,MSSubClass_encoded,Neighborhood_encoded,MSZoning_encoded,HouseStyle_encoded,LotConfig_encoded,Condition1_encoded,BldgType_encoded,MoSold_encoded,YrSold_encoded,SaleType_encoded,SaleCondition_encoded,Attchd,Detchd,other_garage,RFn,Unf,Fin,Reg,IR1,other_lots,Gable,Hip,other_roofs
1056,104.0,11361,Reg,Lvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,160.0,6,6,CBlock,8,6,2,8,644,0,0,549,1193,GasA,6,Y,SBrkr,1523,0,0,1523,0,1,2,0,3,1,6,7,Typ,1,Attchd,1976.0,Fin,2,478,6,6,Y,0,0,0,0,189,0,0,180000,12.100712129872347,13.0,32,12.089473958411261,12.104733533593551,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.058892507914289,11.759445652670344,11.809537935756566,1,0,0,0,0,1,1,0,0,1,0,0
1057,43.0,7052,IR1,Lvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,240.0,8,6,PConc,8,6,6,10,659,0,0,705,1364,GasA,10,Y,SBrkr,1364,0,0,1364,1,0,2,0,2,1,8,6,Typ,1,Attchd,2005.0,RFn,2,484,6,6,Y,192,36,0,0,0,0,0,185850,12.132695175725399,15.394804318340652,1,12.211076913552303,12.622085831179234,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.090205681140608,12.040721736780858,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
1059,96.0,11308,IR1,Lvl,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,154.0,10,6,PConc,10,6,6,10,936,0,0,168,1104,GasA,10,Y,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,10,10,Typ,1,Attchd,2008.0,Fin,3,836,6,6,Y,0,102,0,0,0,0,0,335000,12.721885810807203,16.522711641858304,1,12.367219037365144,12.622085831179234,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,1,0,0
1061,41.0,4920,Reg,Lvl,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,0.0,8,6,PConc,8,6,4,10,616,0,0,722,1338,GasA,10,Y,SBrkr,1338,0,0,1338,1,0,2,0,2,1,8,6,Typ,0,Attchd,2001.0,Fin,2,582,6,6,Y,0,0,170,0,0,0,0,213500,12.271392111650817,14.730919862656235,9,12.211076913552303,12.671015359541979,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.090205681140608,12.015857173771163,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,1,0,0
1062,120.0,18000,Reg,Low,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,0.0,4,6,CBlock,6,6,2,0,0,0,0,894,894,GasA,6,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,6,6,Typ,0,Detchd,1994.0,RFn,3,1248,6,6,Y,0,20,0,0,0,0,560,81000,11.302204433654575,8.717797887081348,58,11.504578088058537,11.481589810450474,11.171492652609121,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.07779547308771,12.058892507914289,11.8476971142878,12.028866723037432,0,1,0,1,0,0,1,0,0,1,0,0
1063,85.0,13600,Reg,Lvl,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,BrkTil,6,6,2,0,0,0,0,662,662,GasA,6,N,SBrkr,1422,915,0,2337,0,0,2,0,5,2,6,10,Min2,0,Detchd,1945.0,Unf,2,560,6,6,Y,0,57,0,0,0,0,0,90000,11.407564949312402,8.717797887081348,57,11.729185964866886,11.739992352169574,11.730064516463871,12.195885308690835,12.03858282628616,12.07938068505317,11.714744405230311,12.154898366543211,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
1064,50.0,6000,Reg,Lvl,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,0.0,6,8,BrkTil,6,6,2,6,397,0,0,706,1103,GasA,8,Y,SBrkr,1103,0,0,1103,0,0,1,0,2,1,8,5,Typ,1,Detchd,1976.0,Unf,2,440,6,6,Y,166,120,0,0,0,0,0,110500,11.612770799939945,10.583005244258363,26,11.504578088058537,11.739992352169574,11.730064516463871,12.044707822362533,12.03858282628616,11.763515826644689,12.076290736193817,12.08974542005515,12.055883004723798,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
1066,80.0,14000,Reg,Lvl,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,8,6,PConc,10,6,8,10,1201,0,0,105,1306,GasA,10,Y,SBrkr,1306,954,0,2260,1,0,2,1,3,1,8,7,Typ,0,Attchd,1996.0,RFn,2,533,6,6,Y,296,44,0,0,0,0,0,328000,12.70076888736628,17.349351572897472,13,12.367219037365144,12.23438137715296,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.015857173771163,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
1067,59.0,7837,IR1,Lvl,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,2,0,0,0,0,799,799,GasA,8,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,6,7,Typ,1,Attchd,1993.0,RFn,2,380,6,6,Y,0,40,0,0,0,0,0,178000,12.089538829274222,10.198039027185569,15,12.367219037365144,12.1580578762094,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
1068,80.0,9760,Reg,Lvl,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,360.0,6,6,CBlock,6,6,8,10,674,2,106,0,780,GasA,6,Y,SBrkr,798,813,0,1611,1,0,1,1,4,1,6,7,Typ,0,Attchd,1964.0,RFn,2,442,6,6,Y,328,128,0,0,189,0,0,167900,12.031123843065632,15.524174696260024,44,12.367219037365144,11.886403966176834,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
1069,42.0,3964,Reg,Lvl,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,0.0,6,6,CBlock,8,6,2,8,837,0,0,105,942,GasA,8,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,6,10,Maj1,1,Attchd,1973.0,Fin,2,576,6,6,Y,728,20,0,0,0,0,0,151400,11.927680619985486,13.0,33,11.803563837581251,11.529097956285984,11.730064516463871,12.195885308690835,12.03858282628616,12.07938068505317,12.090205681140608,12.040721736780858,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,1,0,0
1070,60.0,9600,Reg,Lvl,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,CBlock,6,6,2,8,220,0,0,625,845,GasA,6,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,8,4,Typ,0,Detchd,1985.0,Unf,2,576,6,6,Y,0,0,0,0,0,0,0,135000,11.813030057420567,11.874342087037917,4,11.602958715801812,11.886403966176834,12.122790588337043,11.610506834566412,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
1071,72.0,10152,Reg,Lvl,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,120.0,6,6,CBlock,6,6,2,6,586,0,0,462,1048,GasA,6,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,6,6,Typ,0,Attchd,1956.0,Unf,1,286,6,6,Y,0,20,0,0,192,0,0,135000,11.813030057420567,10.63014581273465,51,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,0,1,0
1072,78.0,11700,Reg,Lvl,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,CBlock,6,6,2,4,298,0,0,429,727,GasA,10,Y,SBrkr,829,727,0,1556,0,0,1,1,4,1,6,8,Typ,0,Attchd,1968.0,Unf,2,441,6,6,Y,0,0,0,0,0,0,0,154000,11.944707881395766,9.591663046625438,41,12.367219037365144,12.104733533593551,12.122790588337043,12.195885308690835,12.03858282628616,12.075675004637136,12.076290736193817,11.996026721745856,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
1073,50.0,7585,Reg,Lvl,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,CBlock,4,4,4,0,0,0,0,810,810,GasA,4,Y,FuseA,1002,454,0,1456,1,1,1,0,4,1,6,7,Typ,1,Detchd,1954.0,Unf,1,280,6,6,P,0,0,0,0,0,0,0,91500,11.424094251263613,7.0710678118654755,56,11.831932669447502,11.778669791045626,12.122790588337043,11.828828956657523,12.03858282628616,11.763515826644689,12.076290736193817,12.07779547308771,12.055883004723798,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
1074,75.0,7950,IR1,Bnk,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,140.0,6,6,CBlock,6,6,2,6,535,0,0,155,690,GasA,6,Y,SBrkr,698,728,0,1426,0,0,1,1,3,1,6,6,Typ,0,Attchd,1977.0,Fin,2,440,6,6,Y,252,0,0,0,0,0,0,159500,11.979799201207037,10.583005244258363,32,12.367219037365144,11.778669791045626,12.122790588337043,12.195885308690835,12.0483455291029,12.07938068505317,12.076290736193817,12.08974542005515,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,0,1,0
1075,74.0,8556,Reg,Lvl,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,6,0,0,0,0,1240,1240,GasA,10,Y,SBrkr,1240,0,0,1240,0,0,2,0,2,1,8,5,Typ,0,Attchd,2006.0,RFn,3,826,6,6,Y,140,93,0,0,0,0,0,194000,12.175613438045465,11.661903789690601,1,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
1076,75.0,13125,Reg,Lvl,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,CBlock,6,6,2,6,410,0,0,390,800,GasA,6,Y,SBrkr,960,780,0,1740,0,0,1,1,3,1,6,6,Typ,2,Attchd,1940.0,Unf,1,240,6,6,Y,0,0,0,0,0,0,0,219500,12.299107511497363,10.583005244258363,23,11.960115358769507,12.167423136162336,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.074906013798504,12.198344255100452,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
1077,60.0,10800,Reg,Lvl,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,CBlock,4,6,2,8,626,0,0,170,796,GasA,8,Y,SBrkr,1096,370,0,1466,0,1,2,0,3,1,8,7,Min1,1,Attchd,1950.0,Unf,2,566,6,6,Y,436,21,0,0,0,0,500,170000,12.043553716032399,11.0,17,11.831932669447502,11.739992352169574,12.122790588337043,11.828828956657523,12.03858282628616,12.07938068505317,12.076290736193817,12.015857173771163,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
1079,37.0,4435,Reg,Lvl,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,169.0,8,6,PConc,8,6,4,10,662,0,0,186,848,GasA,10,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,8,3,Typ,1,Attchd,2004.0,RFn,2,420,6,6,Y,140,0,0,0,0,0,0,155900,11.956970055045868,14.730919862656235,2,12.211076913552303,12.170908828873328,11.730064516463871,12.044707822362533,12.03858282628616,12.07938068505317,12.090205681140608,11.996026721745856,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
1080,65.0,8775,Reg,Lvl,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,0.0,6,6,PConc,8,6,2,10,495,0,0,495,990,GasA,8,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,6,5,Typ,0,Attchd,1996.0,Unf,1,299,6,6,Y,0,64,0,0,0,0,0,126000,11.744037185933616,14.2828568570857,13,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.015857173771163,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
1081,80.0,11040,Reg,Lvl,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,144.0,8,8,CBlock,6,6,2,8,656,0,0,602,1258,GasA,10,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,8,5,Typ,0,Attchd,1971.0,RFn,2,528,6,6,Y,55,0,0,216,0,0,0,145000,11.884489021402711,11.874342087037917,4,12.089473958411261,12.104733533593551,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.038127315141127,12.058892507914289,11.759445652670344,11.809537935756566,1,0,0,1,0,0,1,0,0,1,0,0
1082,75.0,7500,Reg,Lvl,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,0.0,6,6,CBlock,6,6,2,8,824,0,0,216,1040,GasA,4,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,6,5,Typ,0,Attchd,1963.0,Fin,1,308,6,6,Y,0,0,220,0,0,0,0,133000,11.79810440720389,11.874342087037917,47,12.089473958411261,11.820504356412277,12.122790588337043,12.044707822362533,12.0483455291029,11.867578305258728,12.076290736193817,12.040721736780858,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,1,0,0
1083,70.0,8749,Reg,Lvl,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,100.0,8,6,PConc,8,6,2,0,0,0,0,1459,1459,GasA,10,Y,SBrkr,1459,0,0,1459,0,0,2,0,3,1,8,6,Typ,1,Attchd,2002.0,RFn,2,527,6,6,Y,192,39,0,0,0,0,0,192000,12.165250651009918,10.198039027185569,5,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.154898366543211,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
1084,80.0,8800,Reg,Lvl,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,425.0,6,6,CBlock,6,6,2,6,553,0,0,698,1251,GasA,6,Y,SBrkr,1251,0,0,1251,1,0,1,0,3,1,6,6,Typ,2,Attchd,1964.0,RFn,1,461,6,6,Y,0,116,0,0,0,0,700,160000,11.982929094215963,10.63014581273465,42,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.067377413860319,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,0,1,0
1086,73.0,9069,Reg,Lvl,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,6,6,PConc,8,6,6,10,747,0,0,189,936,GasA,10,Y,SBrkr,996,0,0,996,1,0,1,0,2,1,8,5,Typ,0,Attchd,1992.0,Unf,2,564,6,6,Y,120,0,0,0,0,0,0,147000,11.898187865760873,15.394804318340652,18,11.839491321461603,12.110175412743665,12.122790588337043,11.805607702153624,12.03858282628616,12.07938068505317,12.076290736193817,12.015857173771163,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
1088,85.0,10574,Reg,Lvl,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,4,0,0,0,0,1082,1082,GasA,10,Y,SBrkr,1082,871,0,1953,0,0,2,1,3,1,8,9,Typ,1,Attchd,2005.0,RFn,3,1043,6,6,Y,160,50,0,0,0,0,0,252000,12.437184366493561,10.770329614269007,3,12.367219037365144,12.318596663339227,12.267151247365643,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
1089,24.0,2522,Reg,Lvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,50.0,8,6,PConc,8,6,2,0,0,0,0,970,970,GasA,10,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,8,7,Maj1,0,Detchd,2004.0,Unf,2,380,6,6,Y,0,40,0,0,0,0,0,137500,11.831379196088763,10.198039027185569,2,11.803563837581251,11.778669791045626,11.730064516463871,12.195885308690835,12.03858282628616,12.07938068505317,11.803165769535276,12.015857173771163,12.055883004723798,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
1090,37.0,3316,IR1,Lvl,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0.0,8,6,PConc,8,6,2,10,1039,0,0,208,1247,GasA,10,Y,SBrkr,1247,0,0,1247,1,0,1,1,1,1,8,4,Typ,1,Attchd,2005.0,Fin,2,550,6,6,Y,0,84,0,0,0,0,0,197000,12.190959007720126,14.317821063276353,1,12.211076913552303,12.318596663339227,12.267151247365643,12.044707822362533,12.03858282628616,12.07938068505317,12.090205681140608,12.015857173771163,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,1,0,0
1092,24.0,2160,Reg,Lvl,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,212.0,8,6,PConc,8,6,2,6,510,0,0,90,600,GasA,10,Y,SBrkr,624,628,0,1252,1,0,2,1,2,1,8,4,Typ,0,Detchd,1999.0,Unf,2,462,6,6,Y,0,48,0,0,0,0,0,160000,11.982929094215963,11.874342087037917,8,11.803563837581251,12.318596663339227,12.267151247365643,12.195885308690835,12.03858282628616,12.07938068505317,11.803165769535276,12.067377413860319,12.058892507914289,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
1093,60.0,8400,Reg,Bnk,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,PConc,6,6,2,4,423,0,0,758,1181,GasA,4,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,6,7,Typ,1,Detchd,1925.0,Unf,2,576,6,6,Y,342,0,128,0,0,0,0,136500,11.824079893607152,9.591663046625438,58,11.831932669447502,11.831304367561023,12.122790588337043,11.828828956657523,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.058892507914289,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
1094,71.0,9230,Reg,Lvl,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,166.0,6,6,CBlock,6,6,4,10,661,0,0,203,864,GasA,8,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,8,6,Typ,0,Detchd,1977.0,Unf,2,884,6,6,Y,0,64,0,0,0,0,0,146000,11.891361900690473,13.74772708486752,8,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.0483455291029,11.867578305258728,12.076290736193817,12.038127315141127,12.055883004723798,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,0,1,0
1095,74.0,5868,Reg,Lvl,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,CBlock,6,6,2,6,248,4,240,448,936,GasA,10,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,6,4,Typ,0,Attchd,1956.0,Fin,1,308,6,6,Y,0,0,80,0,160,0,0,129000,11.76756768334381,11.357816691600547,10,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,11.996026721745856,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,1,0,0
1096,78.0,9317,IR1,Lvl,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,2,10,24,0,0,1290,1314,GasA,8,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,8,6,Typ,1,Attchd,2006.0,RFn,2,440,6,6,Y,0,22,0,0,0,0,0,176432,12.08069081199846,14.2828568570857,1,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.067377413860319,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
1099,50.0,6000,Reg,Lvl,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,BrkTil,6,6,2,6,672,0,0,0,672,GasA,6,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,6,6,Typ,0,Detchd,1936.0,Unf,1,240,6,6,Y,0,0,0,0,0,0,0,128000,11.759785542901755,10.583005244258363,59,11.831932669447502,11.777799561019519,11.730064516463871,11.828828956657523,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.04822541334727,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
1100,82.0,11880,IR1,Lvl,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,206.0,6,6,CBlock,8,6,2,8,704,0,0,567,1271,GasA,6,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,6,7,Typ,1,Attchd,1978.0,RFn,2,478,6,6,Y,0,0,0,0,0,0,0,157000,11.964001084330445,12.96148139681572,31,12.089473958411261,12.104733533593551,12.122790588337043,12.044707822362533,12.03858282628616,12.075675004637136,12.076290736193817,12.015857173771163,12.04822541334727,11.759445652670344,11.809537935756566,1,0,0,1,0,0,0,1,0,1,0,0
1101,60.0,8400,Reg,Bnk,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,CBlock,6,4,2,4,290,0,0,0,290,GasA,6,N,FuseF,438,0,0,438,0,0,1,0,1,1,4,3,Typ,0,Detchd,1930.0,Unf,1,246,6,6,N,0,0,0,0,0,0,0,60000,11.002099841204238,8.48528137423857,59,11.504578088058537,11.831304367561023,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.044744404451235,12.04822541334727,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
1102,61.0,9758,IR1,Lvl,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,0.0,6,6,CBlock,6,6,2,6,412,2,287,251,950,GasA,6,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,6,5,Typ,0,Detchd,1981.0,Unf,1,280,6,6,Y,0,0,0,0,0,0,0,119500,11.691071650353702,10.770329614269007,36,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,0,1,0,0,1,0,1,0,0
1103,70.0,7000,Reg,Lvl,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,45.0,6,6,CBlock,6,6,2,4,588,0,0,422,1010,GasA,10,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,6,6,Typ,0,Attchd,1960.0,RFn,1,254,6,6,Y,0,16,0,0,0,0,0,135000,11.813030057420567,9.591663046625438,5,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.015857173771163,12.074906013798504,12.01580906774792,11.859964156291879,1,0,0,1,0,0,1,0,0,1,0,0
1104,79.0,8910,Reg,Lvl,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,0.0,6,6,CBlock,6,6,4,8,655,0,0,0,655,GasA,10,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,6,6,Typ,1,BuiltIn,1954.0,Fin,2,539,6,6,Y,0,0,192,0,0,0,0,159500,11.979799201207037,12.36931687685298,47,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,12.08974542005515,12.055883004723798,12.01580906774792,12.028866723037432,0,0,1,0,0,1,1,0,0,0,1,0
1105,24.0,2016,Reg,Lvl,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,304.0,6,6,CBlock,6,6,2,0,0,0,0,630,630,GasA,6,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,6,6,Typ,0,Detchd,1970.0,Unf,2,440,6,6,Y,0,0,0,0,0,0,0,106000,11.571194373094205,8.717797887081348,37,11.803563837581251,11.556115774626102,11.730064516463871,12.195885308690835,12.03858282628616,12.07938068505317,12.090205681140608,12.015857173771163,12.074906013798504,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
1106,98.0,12256,IR1,Lvl,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,362.0,8,6,PConc,10,6,6,10,1032,0,0,431,1463,GasA,10,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,8,9,Typ,2,Attchd,1994.0,RFn,2,712,6,6,Y,186,32,0,0,0,0,0,325000,12.691580461311874,16.522711641858304,15,12.367219037365144,12.677306977428007,12.122790588337043,12.195885308690835,12.0483455291029,12.07938068505317,12.076290736193817,12.015857173771163,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
1107,114.0,10357,IR1,Lvl,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,0.0,8,6,PConc,8,6,4,10,738,0,0,172,910,GasA,8,Y,SBrkr,1442,0,0,1442,1,0,2,0,3,1,8,6,Typ,1,Attchd,1990.0,Fin,2,719,6,6,Y,0,244,0,0,0,0,0,179900,12.100156419938624,14.730919862656235,16,12.089473958411261,12.110175412743665,12.122790588337043,12.044707822362533,12.0483455291029,11.867578305258728,12.076290736193817,11.996026721745856,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,0,1,0
1108,168.0,23257,IR3,HLS,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,10,8,2,0,0,0,0,868,868,GasA,10,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,8,9,Typ,1,BuiltIn,2006.0,RFn,2,422,6,6,Y,0,100,0,0,0,0,0,274725,12.523525876315125,12.96148139681572,0,12.367219037365144,12.1580578762094,12.122790588337043,12.195885308690835,12.419782568084697,12.07938068505317,12.076290736193817,12.154898366543211,12.055883004723798,12.472694032476259,12.459862860584252,0,0,1,1,0,0,0,0,1,1,0,0
